NUMERO_ED;École doctorale;Sigle de l'ED;NUMERO_DS;DOMAINE_SCIENTIFIQUE;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;ANNEE_SOUTENANCE;PREMIERS_INSCRITS;PREMIERS_INSCRITS_F;PREMIERS_INSCRITS_H;TOTAL_INSCRITS;TOTAL_INSCRITS_F;TOTAL_INSCRITS_H;NOMBRE_SOUTENANCES;NOMBRE_SOUTENANCES_F;NOMBRE_SOUTENANCES_H;MOINS_DE_40_MOIS;DE_40_A_52_MOIS;DE_52_A_72_MOIS;PLUS_DE_6_ANS;id_paysage_ED
619;École doctorale Sciences Fondamentales et Santé;SFS;6;Sciences humaines et humanités;2021;2020-21;2020;2020;1;0;1;4;0;4;0;0;0;0;0;0;0;JiZVW
619;École doctorale Sciences Fondamentales et Santé;SFS;7;Sciences de la société;2021;2020-21;2020;2020;1;0;1;1;0;1;0;0;0;0;0;0;0;JiZVW
623;École doctorale Savoir, Sciences, Éducation;SSE;2;Physique;2021;2020-21;2020;2020;0;0;0;6;3;3;1;1;0;0;0;1;0;98lMD
626;École doctorale de l’Institut Polytechnique de Paris;;1;Mathématiques et leurs interactions;2021;2020-21;2020;2020;9;1;8;29;5;24;2;0;2;2;0;0;0;DL5fO
626;École doctorale de l’Institut Polytechnique de Paris;;3;Sciences de la terre et de l'univers, espace;2021;2020-21;2020;2020;1;1;0;12;4;8;2;1;1;2;0;0;0;DL5fO
629;École doctorale Sciences sociales et Humanités;SSH;7;Sciences de la société;2021;2020-21;2020;2020;5;2;3;70;32;38;5;4;1;0;1;3;1;nnSns
22;École doctorale Mondes anciens et médiévaux;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;36;23;13;260;154;106;33;17;16;;;;;fqCbl
31;École doctorale Pratiques et théories du sens;;7;Sciences de la société;2011;2010-11;2010;2010;10;4;6;41;14;27;0;0;0;;;;;1S466
37;École doctorale Sciences physiques pour l'ingénieur et microtechniques;SPIM;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;54;14;40;197;46;151;39;5;34;;;;;F7G1B
38;École doctorale Langages, espaces, temps, sociétés;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;58;29;29;337;179;158;50;26;24;;;;;pGgDX
38;École doctorale Langages, espaces, temps, sociétés;;7;Sciences de la société;2011;2010-11;2010;2010;11;6;5;34;17;17;5;3;2;;;;;pGgDX
38;École doctorale Langages, espaces, temps, sociétés;;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;2;2;0;3;2;1;0;0;0;;;;;pGgDX
39;École doctorale Mathématiques et Informatique;EDMIB;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;32;5;27;150;26;124;22;4;18;;;;;TBj2X
60;École doctorale Territoires, temps, sociétés et développement;TTSD;6;Sciences humaines et humanités;2011;2010-11;2010;2010;34;17;17;195;117;78;46;21;25;;;;;fkIh6
65;École doctorale Sciences de la Vie, Santé, Agronomie, Environnement;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;42;25;17;150;78;72;18;7;11;;;;;MAOG4
72;École doctorale Sciences pour l'ingénieur;SPI;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;18;7;11;61;16;45;15;4;11;;;;;47QPx
72;École doctorale Sciences pour l'ingénieur;SPI;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;130;45;85;449;134;315;120;28;92;;;;;47QPx
77;École doctorale Informatique, automatique, électronique, électrotechnique, mathématiques;IAEM;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;12;1;11;53;11;42;16;5;11;;;;;TCHTA
84;École doctorale Sciences et technologies de l'information et de la communication;STIC;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;62;15;47;273;51;222;64;9;55;;;;;9wS2W
104;École doctorale Sciences de la matière, du rayonnement et de l'environnement;SMRE;6;Sciences humaines et humanités;2011;2010-11;2010;2010;0;0;0;5;0;5;0;0;0;;;;;Q5iFz
107;École doctorale Physique de la région parisienne;;2;Physique;2011;2010-11;2010;2010;84;14;70;278;45;233;74;10;64;;;;;O3g7O
109;École doctorale Sciences de la terre;;3;Sciences de la terre et de l'univers, espace;2011;2010-11;2010;2010;35;15;20;136;57;79;18;10;8;;;;;BQNt6
113;École doctorale Histoire;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;92;43;49;475;217;258;59;22;37;;;;;G5wHs
149;École doctorale Carnot;;2;Physique;2011;2010-11;2010;2010;13;1;12;51;6;45;11;5;6;;;;;zuThw
160;École doctorale Électronique, électrotechnique, automatique;EEA;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;31;4;27;113;18;95;23;9;14;;;;;EgfMQ
166;École doctorale Information, structures et systèmes;I2S;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;15;6;9;45;9;36;18;5;13;;;;;2uO68
171;École doctorale Toulouse sciences économiques;TSE;7;Sciences de la société;2011;2010-11;2010;2010;26;6;20;96;35;61;27;10;17;;;;;Q5nNQ
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;3;Sciences de la terre et de l'univers, espace;2011;2010-11;2010;2010;59;21;38;236;103;133;46;19;27;;;;;R0Z9c
173;École doctorale Sciences de l'univers, de l'environnement et de l'espace;SDU2E;10;Sciences agronomiques et écologiques;2011;2010-11;2010;2010;10;9;1;23;15;8;4;1;3;;;;;R0Z9c
177;École doctorale Sciences et technologies de l'université d'Orléans;;2;Physique;2011;2010-11;2010;2010;12;2;10;39;8;31;20;8;12;;;;;JI65m
177;École doctorale Sciences et technologies de l'université d'Orléans;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;18;12;6;53;27;26;16;12;4;;;;;JI65m
178;École doctorale Sciences fondamentales;;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;4;0;4;16;6;10;1;1;0;;;;;1AiR7
178;École doctorale Sciences fondamentales;;3;Sciences de la terre et de l'univers, espace;2011;2010-11;2010;2010;8;5;3;39;21;18;9;4;5;;;;;1AiR7
181;École doctorale Structure, informations, matière et matériaux;Simem;4;Chimie;2011;2010-11;2010;2010;18;6;12;53;17;36;23;10;13;;;;;c1D6f
182;École doctorale Physique et chimie-physique;;2;Physique;2011;2010-11;2010;2010;44;10;34;160;44;116;40;7;33;;;;;3My6I
182;École doctorale Physique et chimie-physique;;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;3;0;3;6;0;6;0;0;0;;;;;3My6I
188;École doctorale Histoire moderne et contemporaine;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;46;21;25;226;95;131;25;11;14;;;;;RSZ7F
206;École doctorale Chimie : chimie, procédés, environnement;;4;Chimie;2011;2010-11;2010;2010;102;50;52;355;155;200;86;33;53;;;;;m0UhD
208;École doctorale Science politique de Bordeaux;;7;Sciences de la société;2011;2010-11;2010;2010;23;13;10;94;46;48;16;7;9;;;;;bwslk
209;École doctorale Sciences physiques et de L'ingénieur;SPI;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;30;10;20;116;33;83;21;4;17;;;;;tZcIZ
211;École doctorale Sciences exactes et leurs applications;ED SEA;2;Physique;2011;2010-11;2010;2010;1;0;1;16;3;13;5;2;3;;;;;1G1iC
211;École doctorale Sciences exactes et leurs applications;ED SEA;6;Sciences humaines et humanités;2011;2010-11;2010;2010;0;0;0;4;1;3;0;0;0;;;;;1G1iC
211;École doctorale Sciences exactes et leurs applications;ED SEA;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;11;2;9;38;10;28;10;4;6;;;;;1G1iC
211;École doctorale Sciences exactes et leurs applications;ED SEA;10;Sciences agronomiques et écologiques;2011;2010-11;2010;2010;1;0;1;8;2;6;1;1;0;;;;;1G1iC
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;5;Biologie, médecine et santé;2011;2010-11;2010;2010;22;12;10;118;44;74;29;10;19;;;;;fPs1t
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;6;Sciences humaines et humanités;2011;2010-11;2010;2010;11;6;5;38;23;15;9;6;3;;;;;fPs1t
218;École doctorale Chimie et sciences du vivant;EDCSV;10;Sciences agronomiques et écologiques;2011;2010-11;2010;2010;7;3;4;18;8;10;7;4;3;;;;;8bcJh
221;École doctorale Augustin Cournot - Sciences économiques et de gestion - Sciences, technologies et sociétés;EDAC;7;Sciences de la société;2011;2010-11;2010;2010;24;11;13;111;51;60;12;7;5;;;;;5z9rW
227;École doctorale Sciences de la nature et de l'homme;;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;1;1;0;2;2;0;1;1;0;;;;;xiDA5
231;École doctorale Économie et gestion;EDEG;7;Sciences de la société;2011;2010-11;2010;2010;46;20;26;184;93;91;38;21;17;;;;;KT720
240;École doctorale Sciences de l'homme et de la société;SHS;7;Sciences de la société;2011;2010-11;2010;2010;27;10;17;75;34;41;4;2;2;;;;;j345k
254;École doctorale Sciences de la matière;;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;1;0;1;1;0;1;0;0;0;;;;;365F2
254;École doctorale Sciences de la matière;;3;Sciences de la terre et de l'univers, espace;2011;2010-11;2010;2010;7;2;5;42;17;25;8;2;6;;;;;365F2
254;École doctorale Sciences de la matière;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;3;3;0;17;12;5;1;0;1;;;;;365F2
260;École doctorale pluridisciplinaire;;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;7;1;6;31;11;20;8;3;5;;;;;sCk1f
260;École doctorale pluridisciplinaire;;10;Sciences agronomiques et écologiques;2011;2010-11;2010;2010;9;7;2;59;38;21;7;2;5;;;;;sCk1f
263;École doctorale Sciences juridiques, économiques et de gestion;;7;Sciences de la société;2011;2010-11;2010;2010;34;18;16;170;93;77;23;15;8;;;;;1nUr6
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;22;5;17;72;17;55;12;4;8;;;;;5E625
283;École doctorale Droit international et européen;;7;Sciences de la société;2011;2010-11;2010;2010;30;16;14;161;86;75;18;15;3;;;;;uIq4K
285;École doctorale Sciences pratiques;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;2;2;0;7;6;1;0;0;0;;;;;Jd3t2
285;École doctorale Sciences pratiques;;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;40;9;31;126;28;98;32;3;29;;;;;Jd3t2
304;École doctorale Sciences et environnements;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;7;4;3;25;11;14;4;4;0;;;;;2ywZn
304;École doctorale Sciences et environnements;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;4;2;2;21;8;13;3;2;1;;;;;2ywZn
305;École doctorale Énergie et environnement;E2;2;Physique;2011;2010-11;2010;2010;3;1;2;8;1;7;0;0;0;;;;;Kbt8I
305;École doctorale Énergie et environnement;E2;3;Sciences de la terre et de l'univers, espace;2011;2010-11;2010;2010;7;5;2;18;9;9;4;0;4;;;;;Kbt8I
306;École doctorale Sciences des procédés, sciences des aliments;;4;Chimie;2011;2010-11;2010;2010;8;0;8;10;2;8;9;7;2;;;;;adF7W
306;École doctorale Sciences des procédés, sciences des aliments;;10;Sciences agronomiques et écologiques;2011;2010-11;2010;2010;14;10;4;34;25;9;7;4;3;;;;;adF7W
309;École doctorale Systèmes;EDSYS;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;13;2;11;79;10;69;7;0;7;;;;;8TT4b
350;École doctorale Sciences humaines et sociales : savoirs, critique, expertises;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;75;50;25;384;194;190;36;15;21;;;;;Dg9jV
351;École doctorale Sciences physiques, mathématiques et de l'information pour l'ingénieur;SPMII;4;Chimie;2011;2010-11;2010;2010;2;1;1;12;4;8;4;1;3;;;;;rY4EP
354;École doctorale Langues, lettres et arts;LLA;6;Sciences humaines et humanités;2011;2010-11;2010;2010;34;19;15;172;113;59;35;25;10;;;;;RwcSv
358;École doctorale Sciences, technologies, santé;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;17;8;9;61;34;27;12;5;7;;;;;OZA3U
358;École doctorale Sciences, technologies, santé;;10;Sciences agronomiques et écologiques;2011;2010-11;2010;2010;5;3;2;37;16;21;6;4;2;;;;;OZA3U
364;École doctorale Sciences fondamentales et appliquées;EDSFA;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;22;2;20;67;15;52;11;5;6;;;;;E483q
369;École doctorale Homme, environnement, santé;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;20;10;10;84;44;40;15;5;10;;;;;uZ8W7
372;École doctorale Sciences économiques et de gestion;;7;Sciences de la société;2011;2010-11;2010;2010;49;22;27;324;142;182;55;22;33;;;;;JK63A
373;École doctorale Santé, information/communications et mathématiques, matière;SICMA;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;16;7;9;82;23;59;23;5;18;;;;;hTJF5
377;École doctorale Environnement et société;;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;5;2;3;15;5;10;0;0;0;;;;;ZMG5u
377;École doctorale Environnement et société;;4;Chimie;2011;2010-11;2010;2010;4;2;2;19;5;14;2;1;1;;;;;ZMG5u
377;École doctorale Environnement et société;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;14;9;5;72;43;29;13;4;9;;;;;ZMG5u
377;École doctorale Environnement et société;;7;Sciences de la société;2011;2010-11;2010;2010;10;2;8;48;13;35;9;3;6;;;;;ZMG5u
378;École doctorale Sciences de l'homme et de la société;SHS;5;Biologie, médecine et santé;2011;2010-11;2010;2010;0;0;0;4;0;4;2;0;2;;;;;3XKuF
386;École doctorale Sciences mathématiques de Paris centre;SMPC;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;26;8;18;84;18;66;15;4;11;;;;;wMj98
387;École doctorale Interdisciplinaire pour le vivant;I-ViV;2;Physique;2011;2010-11;2010;2010;4;3;1;26;13;13;5;2;3;;;;;06uKM
389;École doctorale La physique, de la particule à la matière condensée;;2;Physique;2011;2010-11;2010;2010;37;8;29;127;36;91;32;10;22;;;;;2ydfg
396;École doctorale Économie, organisations, société;EOS;6;Sciences humaines et humanités;2011;2010-11;2010;2010;5;2;3;58;26;32;5;1;4;;;;;Es5e7
396;École doctorale Économie, organisations, société;EOS;7;Sciences de la société;2011;2010-11;2010;2010;60;28;32;330;147;183;57;32;25;;;;;Es5e7
396;École doctorale Économie, organisations, société;EOS;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;1;0;1;1;0;1;0;0;0;;;;;Es5e7
397;École doctorale Physique et chimie des matériaux;;4;Chimie;2011;2010-11;2010;2010;30;9;21;104;45;59;21;11;10;;;;;WxSt9
400;École doctorale Savoirs scientifiques : épistémologie, histoire des sciences, didactique des disciplines;;2;Physique;2011;2010-11;2010;2010;4;0;4;14;2;12;4;3;1;;;;;nRax3
400;École doctorale Savoirs scientifiques : épistémologie, histoire des sciences, didactique des disciplines;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;6;2;4;21;9;12;6;2;4;;;;;nRax3
401;École doctorale Sciences sociales;;7;Sciences de la société;2011;2010-11;2010;2010;52;30;22;295;137;158;25;13;12;;;;;raQ7K
401;École doctorale Sciences sociales;;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;6;1;5;13;4;9;1;0;1;;;;;raQ7K
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;11;7;4;22;11;11;4;0;4;;;;;QbwSB
410;École doctorale Sciences et ingénierie des ressources, procédés, produits, environnement;RP2E;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;48;15;33;183;69;114;43;12;31;;;;;Q5fxV
411;École doctorale Humanités nouvelles : Fernand Braudel;;7;Sciences de la société;2011;2010-11;2010;2010;8;6;2;44;29;15;6;3;3;;;;;l2rFh
417;École doctorale Sciences et Ingénierie;S&I;3;Sciences de la terre et de l'univers, espace;2011;2010-11;2010;2010;3;2;1;14;4;10;1;0;1;;;;;SSBvE
422;École doctorale Sciences et technologies de l'information, des télécommunications et des systèmes;;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;21;4;17;65;21;44;11;2;9;;;;;998UM
425;École doctorale Innovation thérapeutique : du fondamental à l'appliqué;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;45;28;17;230;141;89;61;35;26;;;;;DkgNy
433;École doctorale Concepts et langages;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;104;60;44;471;271;200;74;34;40;;;;;v8q34
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;6;Sciences humaines et humanités;2011;2010-11;2010;2010;60;30;30;344;183;161;39;20;19;;;;;1FmLX
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;27;16;11;129;86;43;42;34;8;;;;;mC35U
436;École doctorale Médicament, toxicologie, chimie, environnement;MTCE;5;Biologie, médecine et santé;2011;2010-11;2010;2010;32;18;14;123;65;58;37;21;16;;;;;dPsg3
447;École doctorale de l'école polytechnique;;5;Biologie, médecine et santé;2011;2010-11;2010;2010;2;1;1;5;2;3;2;0;2;;;;;zgCCh
456;École doctorale Sciences du sport, de la motricité et du mouvement humain;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;14;4;10;57;32;25;13;6;7;;;;;GqvEI
459;École doctorale Sciences chimiques Balard;;4;Chimie;2011;2010-11;2010;2010;77;42;35;223;102;121;57;23;34;;;;;YFs2W
461;École doctorale Droit et science politique;;7;Sciences de la société;2011;2010-11;2010;2010;127;78;49;480;268;212;61;29;32;;;;;QGArN
462;École doctorale Sciences de l'homme et de la société;;7;Sciences de la société;2011;2010-11;2010;2010;25;9;16;96;45;51;17;6;11;;;;;KsM6i
467;École doctorale Aéronautique, astronautique;AA;6;Sciences humaines et humanités;2011;2010-11;2010;2010;2;1;1;6;2;4;1;0;1;;;;;U7l45
467;École doctorale Aéronautique, astronautique;AA;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;7;2;5;23;4;19;3;1;2;;;;;U7l45
469;École doctorale du Pacifique;EDP;1;Mathématiques et leurs interactions;2011;2010-11;2010;2010;1;0;1;1;0;1;0;0;0;;;;;t9Z2n
469;École doctorale du Pacifique;EDP;7;Sciences de la société;2011;2010-11;2010;2010;7;5;2;14;7;7;0;0;0;;;;;t9Z2n
469;École doctorale du Pacifique;EDP;10;Sciences agronomiques et écologiques;2011;2010-11;2010;2010;0;0;0;4;2;2;3;1;2;;;;;t9Z2n
472;École doctorale de l'EPHE;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;115;65;50;556;295;261;61;24;37;;;;;27zK4
473;École doctorale Sciences de l'homme et de la société;SHS;6;Sciences humaines et humanités;2011;2010-11;2010;2010;111;67;44;546;326;220;83;48;35;;;;;8qKD9
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;6;Sciences humaines et humanités;2011;2010-11;2010;2010;0;0;0;0;0;0;1;0;1;;;;;E727j
480;École doctorale Montaigne-humanités;;6;Sciences humaines et humanités;2011;2010-11;2010;2010;104;61;43;649;363;286;103;50;53;;;;;f3SeZ
481;École doctorale Sciences sociales et humanités;SSH;7;Sciences de la société;2011;2010-11;2010;2010;32;17;15;135;63;72;21;6;15;;;;;E3z5j
482;École doctorale Sciences de la matière;SDM;4;Chimie;2011;2010-11;2010;2010;80;37;43;258;99;159;60;21;39;;;;;kmeZ4
485;École doctorale Éducation, Psychologie, Information et Communication;EPIC;6;Sciences humaines et humanités;2011;2010-11;2010;2010;64;35;29;331;196;135;43;19;24;;;;;O82eL
485;École doctorale Éducation, Psychologie, Information et Communication;EPIC;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;13;10;3;60;38;22;9;5;4;;;;;O82eL
490;École doctorale Environnement - Santé/STIC;E2S;6;Sciences humaines et humanités;2011;2010-11;2010;2010;12;5;7;31;15;16;3;2;1;;;;;sYTua
490;École doctorale Environnement - Santé/STIC;E2S;9;Sciences et technologies de l'information et de la communication;2011;2010-11;2010;2010;16;4;12;88;15;73;18;1;17;;;;;sYTua
491;École doctorale Langages, idées, sociétés, institutions, territoires;LISIT;7;Sciences de la société;2011;2010-11;2010;2010;43;26;17;242;117;125;18;10;8;;;;;iB25j
494;École doctorale Jean-Henri Lambert;;4;Chimie;2011;2010-11;2010;2010;15;6;9;55;23;32;15;6;9;;;;;A3m51
494;École doctorale Jean-Henri Lambert;;8;Sciences pour l'ingénieur;2011;2010-11;2010;2010;19;7;12;66;17;49;22;6;16;;;;;A3m51
496;École doctorale Sociétés, cultures, échanges;SCE;6;Sciences humaines et humanités;2011;2010-11;2010;2010;71;36;35;348;199;149;39;27;12;;;;;633tC
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;5;Biologie, médecine et santé;2011;2010-11;2010;2010;61;35;26;250;133;117;70;36;34;;;;;0D9Je
498;École doctorale Sciences pour l'ingénieur, géosciences, architecture;SPIGA;3;Sciences de la terre et de l'univers, espace;2011;2010-11;2010;2010;1;0;1;2;0;2;4;1;3;;;;;0vlKH
